product_id,user_id,rating,sentiment_label,text,summary,helpfulness_ratio,date,ai_sentiment,ai_sentiment_score,keywords
B000LRKQCO,A1U6D5S4OROQWC,5,positive,im living in japan and cannot buy this seasoning anywhere! after ordering it on amazon i received it quickly and it hadnt broken or spilled. it is very tasty.,delicious,0.75,2010-02-15,positive,0.8957,"['buy seasoning', 'seasoning ordering', 'seasoning', 'japan buy', 'living japan']"
B00004RYGX,A7ICHINJY1Q01,2,negative,i know this was supposed to be some great funny movie but i just didnt get it. it started off ok alec baldwin and geena davis were fine but it just got boring. i couldnt see the point of the movie even in retrospect. why make this movie? plus the michael keaton character was so annoying i just wanted to go away. i know he was supposed to be annoying so fine he did a good job with that but i dont want to have to listen to it. we watched as a family and my 8yearold son hated it too. my husband liked it. maybe its a guy thing a grownup guy thing.,boring,0.0,2012-09-21,negative,0.9075,"['funny movie', 'michael keaton', 'make movie', 'character annoying', 'boring']"
B001SB44HU,A34NYF27GCB1AL,5,positive,i did not purchase product from vendor listed i went to soupsonline website and ordered individual one. i really like to make homemade ham and bean soup and to me this base gives my soup that extra something in flavor that is needed.we like great northern beans but navy beans work too or any kind of bean you prefer.measure out 2 cups and sort out bad beans or rocks then soak over night.next day throw out old water put beans in a crock pot on high with enough ham base broth follow directions on jar to cover about 1 above the beans.add in cut up carrots potatoes celery and onions...if you dont like any of those veggies you can leave out any or all.i add a nice meaty ham hock because the meat is softer but be warned its a fattier part of the pig and cook until about 1 or so hours before done then take out the leg and shred meat from the bone and remove any fat and place back into pot. you can also use plain ham bits.i think it takes about 8 hrs or so to cook ie beans are nice and soft and so are the other veggies.this tastes good on the first day but makes even better leftovers as beans breakdown thicken even more and flavors meldthe very best thing about this recipe is that if you want your soup thinner add more water or ham base broth if you like your soup thicker start with amount i suggested.i make this soup often in the winter because it has stick to your bone goodness.this can also be used to help flavor green beans...,ham base goodness,0.0,2012-03-03,positive,0.7105,"['bean soup', 'ham bean', 'homemade ham', 'meaty ham', 'cook beans']"
B000LKZTR8,A33X1AQUCFJN1O,5,positive,when i first stumbled across the triple tea leaf brand i noticed that they did not use a metal staple to fasten the tea bag to the drawstring. considering there are many different tea brands on the market claiming a myriad of health benefits coming from their products all claiming to be 100 percent natural etc...it seemed slightly contradictory to have a piece of metal floating in boiling hot water seconds before it is going to be consumed yet at the same time claiming to be healthy. at this day and age i am aware that it is 100 percent unavoidable to avoid contact with the more toxic elements in our world. but when it comes down to tea i feel like it should naturally be one of those products that is by its genome handled and packaged with care. i like to steep my green tea without a piece of metal in the equation. maybe to some people i may be coming off as over reacting and maybe i am but when it comes down to it wouldnt you rather support a company that goes out of their way to make their product that much better by simply keeping a peice of metal out of the tea you plan to drink? its up to you to decide not me. overall great product and as of thus far my favorite tea brand. and just for the record this laxative works as it says it does. it may not feel comfortable pushing everything out but no pain no gain right?,good product,1.0,2011-04-26,neutral,0.6319,"['metal tea', 'tea brand', 'tea feel', 'tea brands', 'triple tea']"
B001EQ4HFI,A3RJR9UL7HEROC,3,neutral,this seems to have replaced the good old sugarfree tang drink of the astronauts! that i had been enjoying for decades but which is apparently no longer available. it looks like theyve changed the formula significantly the flavor isnt as orangey as tang used to be and a whitish precipitate tends to form on the bottom of the pitcher if you keep this around for more than a day or two is this the calcium? maybe. alas things are never as good as they used to be and maybe they never were!,soso,0.0,2010-12-29,negative,0.8609,"['calcium maybe', 'calcium', 'tang drink', 'sugarfree tang', 'drink astronauts']"
B002IEVJRY,A2IMLOJ2Z2QEU2,4,positive,i am not a huge coffee fan i prefer my coffee in a dessert style creamy and sweet. the starbucks mocha frapachinos bottled are usually the only coffeeesque drink that i like and even those i only drink a few times a year. the illy issimo cappuccino wasnt bad it wasnt nearly as creamy as the starbucks drinks but it was also around a half of the calories so theres a bit of give and take there. its also not super sweet many of the starbucks drinks border on that thin line between really tasty and the sugar is melting my teeth. the illy issimo is very safely stashed on the notsupersweet side of the fence. dont take that to mean there isnt any sweetness id compare it to a symphony chocolate bar versus a hersheys milk chocolate bar. they both have very similar flavor profiles but the generic hershey bar is so much sweeter. i cant really say its like a dark chocolate either because the cappuccino didnt have a lot of the bitter undertones that the dark chocolates and espresso drinks tend to have.as for energy burst i should preface by saying that im not much of a caffeine drinker any more. my normal drink is straight water and at restaurants iced tea unsweet. i think my body has stored up reserves of caffeine and sugar from my childhood days though back when i drank a sixpack or more of coke a day. that being said the rush from the drink took a few hours for me to feel it granted i had already eaten lunch and had a full stomach which might explain the lag. but when it hit it was a sort of giddy high not like a super pixiestick rush. i also cant say i experienced much of a telltale caffeine crash either the extra energy just quietly bled away.allinall should i decide to pick up a coffee drink i wouldnt hesitate to get another one from illy issimo.,i really enjoyed it not a major coffee drinker,0.0,2012-04-05,neutral,0.5164,"['chocolate cappuccino', 'coffee dessert', 'starbucks drinks', 'sweet starbucks', 'caffeine sugar']"
B000CQBZOW,A3TY7XRNX6FPSH,5,positive,stash makes a really good chamomile and the price they were offering this for was very reasonable.,great,0.0,2010-04-08,positive,0.952,"['chamomile price', 'stash makes', 'stash', 'good chamomile', 'chamomile']"
B000EM8UGA,A37BLXT0WIYO5B,3,neutral,the tea was okay. it didnt have as strong of a favor as i would have expected.,ok for lipton,0.5,2008-03-02,positive,0.5821,"['tea okay', 'tea', 'didnt strong', 'strong favor', 'favor expected']"
B000H7K0WO,A2AOD7254MCKSH,5,positive,i first purchased this at grocery store. much better price on amazon. some chamomiles taste really weedy to me seems strange to describe a chamomile as rich tasting but does not need sweetener or anything else. and would only us an herbal tea that is organicthink about it! definitely notice that it helps me relax in the evening to get to sleep more quickly. choice is one of our favorite brands.,rich tasting,0.0,2011-12-05,positive,0.8155,"['chamomiles taste', 'herbal tea', 'sweetener herbal', 'tea organicthink', 'chamomile']"
B000E199UC,AID4EH6HL2IWB,3,neutral,i love these but sometimes the cheese doesnt mix in as easy as the less healthy versions. when it doesnt mix well the cheese powder has kind of a funky spicy flavor. other than that good product.,funky cheese,0.0,2009-04-26,negative,0.3802,"['cheese powder', 'mix cheese', 'love cheese', 'cheese doesnt', 'cheese']"
B008QLRJH2,A3Q8NUVTGGJGU5,2,negative,this coffee was very strong and bold great is that is what you like when brewed on the 8oz setting.i would brew two 8oz cups with a single kcup and mix them and even then it was a little more then what i preferred. i love starbucks but was felt i was mislead by this item being labeled as medium. i will try other starbucks kcups in the future veranda blend blonde is on my totry list.,not a medium brew imo,0.0,2012-05-30,positive,0.9337,"['brew 8oz', 'brewed 8oz', 'coffee strong', 'starbucks kcups', '8oz cups']"
B003GM1GN4,A14ASURSN90RVH,2,negative,the seeds might be good but there were only 20 in the package. ok maybe it was written on the page before i bought so its my fault. but lets be real here you put down 100 seeds and maybe you get 20 plants growing you put down 20 seeds you might end up with one plant if youre lucky.,where are the seeds?,0.0,2012-03-26,negative,0.4951,"['20 seeds', '100 seeds', '20 plants', 'seeds good', 'seeds']"
B003Y390ZQ,ABIKAOI8L1PMV,3,neutral,i bought this sauce hoping to recreate a local thai restaurants dish. taste is pretty good but i kind of assumed the package was sauce only. it contains potatoes which almost makes it little more than a single serving. i would have preferred just sauce to add my own local potatoes.,tastes ok potatoes in the sauce.,0.0,2012-04-11,neutral,0.4256,"['package sauce', 'just sauce', 'sauce contains', 'thai restaurants', 'sauce add']"
B002AMXQNY,A2D2LP67OEHB5H,5,positive,the product is great and so is the machine have had it for a year now. amazon has the best prices on pods. i am switching to auto delivery once a month and will now save even more and get free shipping. great stuff.,swithching to auto order to save,0.8,2010-04-11,positive,0.9841,"['prices pods', 'pods', 'pods switching', 'great machine', 'machine']"
B001QY4SH0,A3GH5XMSPELEW0,3,neutral,way overpriced for a 16 oz. cake. im a baker so for me this is just okay. when i bake its butter eggs sugar flour etc. there are too many artificial ingredients in this cake making it taste processed. just get yourself a good pound cake or yellow cake recipe please no boxed cake mix and make a rum syrup. thats it. let it soak soak soak and youll have a better and more natural tasting cake. the up side though its cheaper to purchase on amazon than direct from the tortuga factory.,overpriced!,0.67,2011-04-08,negative,0.6979,"['cake cheaper', 'cake recipe', 'oz cake', 'tasting cake', 'ingredients cake']"
B0000DGF9V,AK4MVNWGS15RD,3,neutral,it is too small than i can image. seller should give a size description so that buyer wont be so disappint.,a little disappoint,0.0,2008-04-07,negative,0.6441,"['small image', 'size description', 'image', 'seller size', 'image seller']"
B000HBOCNI,A3CYWTPEC9I7X,5,positive,just a hint of honey and lemon perfect balance great taste doesnt even need to be sweetened.,great taste,0.0,2007-05-06,positive,0.9624,"['honey lemon', 'sweetened', 'need sweetened', 'lemon perfect', 'lemon']"
B0025UMAZQ,A1I15SL8SNF9CV,1,negative,i saw this product on amazon saw that it kept getting great reviews and took a chance. i placed an order and now i have 7 boxes still here! i should have listened to the reviews that were less than stellar! for some reason i felt very uncomfortable after eating the 1st box. and i ended up in the bathroom do not think i need to explain further! the taste was bland but not obnoxious! but i guess it didnt agree with mel and after i have that kind of response to any new food it is very hard to bring myself to try it again! so i guess this is another waste of my money but i will be giving the remaining packages away!,ordered because of great reviewswish i hadnt!,0.2,2012-03-02,negative,0.7702,"['order boxes', 'packages away', 'new food', 'boxes', 'taste bland']"
B005OTJWPG,A1OV4TWOK0MSQJ,5,positive,this soft chewy dog treats which carries only 3.5 calories per pc is really great for my miniature schanuzerthis breed tends to put on weight rather easily. he simply loves it and at the same time i could also keep his calories intake low. will definitely recommend this treat to dog lovers out there.,fantastic fruitables skinny minis pumpkin mango dog treats,0.0,2012-03-25,positive,0.9578,"['calories pc', 'calories', 'dog treats', 'carries calories', 'chewy dog']"
B001AWFJO4,A2Q8YDXT8P29P9,1,negative,my 4 cats all refused to touch this. it is not in jelly it is in some kind of sauce and was a complete waste of money as not one of my cats will eat it.,not in jelly at all as stated on package,0.0,2012-10-22,negative,0.9059,"['touch jelly', 'jelly', 'jelly kind', 'cats refused', 'cats eat']"
B000F3S6JY,A2KSE2AGTG5UFD,5,positive,i learned about this spice living in germany. an excellent spice when you need to give that salad dressing or sauce that extra something!,great all purpose spice,0.0,2009-03-24,positive,0.9457,"['learned spice', 'spice', 'excellent spice', 'salad dressing', 'spice living']"
B004JPWY9W,A2X4DR51M32FYX,5,positive,this stuff is incredible and is great for hiking backpacking. of course it is also great anytime. we did find a better price at c o s t c o. i had to contact starbucks directly spoke with a man named courtney to cancel the order had only been 1 hour. he said the order was canceled but the coffee showed up and they charge my card. this part no so cool but the coffee is still good.,this stuff is incredible,1.0,2011-10-18,positive,0.9552,"['hiking backpacking', 'starbucks directly', 'cool coffee', 'coffee good', 'great hiking']"
B000EMK4FA,AMBLOFL5P0CZU,5,positive,my husband i and grew up having cherry chip birthday cakes in two different parts of the country. i havent been able to find the mix for years and was thrilled to find that it was still made. it is just as good as we both remember!,thrilled!,1.0,2007-11-28,positive,0.9625,"['cherry chip', 'birthday cakes', 'cakes different', 'cherry', 'having cherry']"
B0002LDAHC,A14P7V9T5TK1RM,1,negative,very disappointing taste is bitter and harsh with some foreign to coffee notes. i was hoping for a mild to medium strength coffee this is a dark roast.,bitter taste,0.0,2012-10-22,negative,0.9291,"['coffee dark', 'strength coffee', 'dark roast', 'coffee notes', 'foreign coffee']"
B001XXVZXE,A1I6F2P22SDOPT,5,positive,very happy with the quailty of the product!!! actually ordered the set just for the vanilla beanwhich i havent even used yet..lol and i am about to order another set because i am out of the extract and the sugar. vanilla flavor is very intense and comes through beautifully in baked goods. i would recommed this product to anyone! my only complaint is that is 1.00 more this time....lol...its well worth the extra dollar though.,sooo yummy,1.0,2011-02-23,positive,0.9773,"['vanilla flavor', 'vanilla beanwhich', 'sugar vanilla', 'vanilla', 'just vanilla']"
B0036B8B0Q,AMI69YOH12HHD,4,positive,my kids like these even better than fruit leather. i think it is the rope design. we keep them in the fridge in a snack drawer and the boys choose them first most times.,even better than fruit leather,0.0,2011-10-18,positive,0.9679,"['fruit leather', 'leather', 'leather think', 'better fruit', 'fruit']"
B0002PHEU2,A38DAEYLFQO89L,5,positive,just what i wanted to add flavor to hot drinks. i had to find a way to put tiny amounts into drinks. you cant even use a full drop. white coffee with white chocolate and .05 ml cinnamon oil is fantastic.,perfect,0.0,2012-10-20,positive,0.8281,"['add flavor', 'hot drinks', 'flavor hot', 'white coffee', 'amounts drinks']"
B000084E6V,A19F05N7HH5U5O,3,neutral,unfortunately its hard to estimate size with these toys but i went by a ladies comment on how her labs loved it. thinking that labs made this toy last i thought my two pit mixes would do the same. it was half chewed in just a couple of days. nylabone toys are great all around but if you have big chewers i would look for a jumbo size.,smaller than expected,0.0,2010-10-20,positive,0.5839,"['size toys', 'big chewers', 'jumbo size', 'labs toy', 'pit mixes']"
B0001ES9FI,A1F0V67OODWZB3,5,positive,i love this coffee i use it at work. no mess and good without cream,good coffee,0.0,2006-06-30,positive,0.9683,"['love coffee', 'coffee use', 'coffee', 'cream', 'good cream']"
B0001A0ZHM,ADC23OVDY7E9O,5,positive,my son has food allergies and he loves the vegan products. their cheese slizes actually melt and make great grill cheese. i am not a soy fan but even i like the vegan parmesan. i use it to make chicken parmesan meatballs and all the italian favs that need cheese in them. i have even used it to make alfredo. it is a little grainy for alfredo but he still loved the flavor of it! our store has stopped carring it i was thrilled to find it on amazon.,great parm sub,1.0,2011-03-08,positive,0.9382,"['vegan parmesan', 'loves vegan', 'vegan products', 'cheese soy', 'vegan']"
B001EO5R2W,A1H24BPMPH0Q0A,4,positive,i really love peace cereals. the company has such great values 10 of all profits go toward peace making efforts that is why the cereal is higher in price than most cereals.except for the price high sodium low fiber and small amount in the box all of the cereal flavors are great tasting! i like it despite these drawbacks because of the peace efforts the natural ingredients the freshness the spices and the mix of oat clusters and flakes.i especially love the mango passion cereal flavor it has a great spice flavor with cardamom! serve with great tasting soymilk and fresh fruit and you have a great breakfast! some flavors but not all include peace cereal mango passion low fat crisp 10.5ounce boxes pack of 6 peace cereal maple pecan crisp 14ounce boxes pack of 6 peace cereal raspberry ginger low fat crisp 14ounce boxes pack of 6 peace cereal wild berry low fat crisp 10.5ounce boxes pack of 6 peace cereal apple cinnamon crisp 10.5ounce boxes pack of 6,enjoy food thats good for the world,0.0,2008-04-18,positive,0.9761,"['peace cereals', 'peace cereal', 'cereal flavors', 'cereal flavor', 'price cereals']"
B0040K41MY,A1S1JC7LTBZAH2,5,positive,with the typical kelloggs or post cereal the choice mostly depends on taste. with natures path cereal other considerations come into play. this cereal is produced using no synthetic pesticides or herbicides using no irradiation contains no artificial preservatives or additives and no genetically engineered seeds or ingredients. it was produced on farms that use enriched drought resistant soil produce less soil erosion less groundwater pollution and practice improved farm biodiversity. if supporting products of this type matters for you then you will probably be predisposed to buy this cereal. still though in the end it has to taste good if you are going to continue buying it. i think it does taste very good. the best way to describe the taste is as being like rice krispies but with a strong vanilla flavor.so if the price seems reasonable and you want to support this type of product you wont find yourself sacrificing taste.,good cereal that tastes good,0.67,2012-06-02,neutral,0.8384,"['cereal considerations', 'cereal choice', 'cereal produced', 'cereal', 'typical kelloggs']"
B0009XUAX0,A1Q6D90XNQACK2,5,positive,our granddog just loves the small gourmet bully sticks. our local pet store stopped selling them and we cannot find them anywhere but amazon.com came to our rescue. we just ordered again this morning and our ella cant wait for them to come. thank you.,cant find them anywhere,0.0,2008-06-29,positive,0.9697,"['bully sticks', 'sticks', 'pet store', 'sticks local', 'gourmet bully']"
B008RWUKXK,AADK6ZHQG4SZR,3,neutral,i was expecting something more.blueberries very small pieces and not many of them.clusters where did they go?! when you look at the pictures of this product and other types of their granola it would appear that you are getting a bag of large clusters. not the case there are almost no clusters. the biggest cluster i found in all 3 bags was the size of a dime.taste good when you get some of everything.with all the other products out there i dont think i will be purchasing this one again.,clusters? blueberries?,1.0,2012-05-10,negative,0.6925,"['blueberries', 'expecting blueberries', 'blueberries small', 'granola appear', 'cluster bags']"
B0015DXT4K,A103FPM7ABVMAW,5,positive,i bought this for cooking from whipping egg whites to making my own baking powder this cream of tartar is great. i put some in a small jar in my cupboard for everyday use the remainder i keep sealed tightly in the freezer. it will last quite a long time and buying it this way is exponentially less expensive than buying the small overpriced jars in the grocery market.,cream of tartar at a bargain price,0.0,2012-07-25,positive,0.9551,"['cream tartar', 'baking powder', 'powder cream', 'cream', 'small jar']"
B001VJ0B0I,A240FRPD4MEXND,3,neutral,fifteen pounds of dog food and a yorkie who suggests i keep it in the bag where it obviously belongs. in her defense i should add that this is a dog who has been raised on dry dog food and the occasional bit of cat chow and hamburger when she can snag a morsel so her opinion is not based on the difference between kibble and canned food.looking at the ingredients i am not surprised at her lack of enthusiasm. the first ingredient is yellow corn meal with corn gluten meal coming in at third place. chicken byproduct meal is also in the top ingredients. and im still looking for real meat the kind that dogs go for. certainly this product has lots of vitamins and minerals plus fish oil so there are ingredients to be pleased about but on the whole those vitamins and minerals wont do much good if the dog goes on a hunger strike. so its back to the expensive stuff for this yorkie. glad she doesnt eat like a great dane!,yorkie somewhat less than enthusiastic,0.0,2012-06-01,negative,0.5701,"['dog food', 'kibble canned', 'meal ingredients', 'canned food', 'food yorkie']"
B003B3OOPA,A27CWY7SMZIC7O,5,positive,my family loves this product. i cook with and it taste great. i use it on my body and also on my haisr. it is a great product.,excellent product for cooking hair and body,0.0,2012-04-11,positive,0.9867,"['cook taste', 'product cook', 'taste great', 'cook', 'taste']"
B000LL0RHE,A2M9D9BDHONV3Y,5,positive,as with the westbrae corn these cans of green beans are delicious! they are cooked to perfection and do not taste salty at all. being organic is also great. i highly recommend this canned vegetable.,delicious!,1.0,2009-04-25,positive,0.9809,"['beans delicious', 'canned vegetable', 'westbrae corn', 'green beans', 'corn cans']"
B000HDVM9I,A2OC148X7UHZX0,5,positive,these sprinkles are the same as what resorts uses in wdw florida. i made cupcakes like ones at disney.,wdw sprinkles,0.62,2009-04-24,neutral,0.8889,"['sprinkles resorts', 'florida cupcakes', 'sprinkles', 'cupcakes like', 'cupcakes']"
B002CJAOR6,A1HZ5I9MX4YSMT,3,neutral,big friskies fan but this specific flavor my cat would not eat! so i now know to not ourchase the flavor. but will continue to purchase friskies can food for my kitty!!,ok,1.0,2011-06-09,negative,0.5117,"['friskies food', 'friskies fan', 'flavor cat', 'purchase friskies', 'friskies']"
B000EDK5YY,A5QUH4XVDCPEA,5,positive,the description says no fat but it is really no fat added. it does contain some fat but its less then other granola.i wish i could eat smaller portions but its so good i keep going back to get more. i guess its still better than eating a box of fat filled sugary cookies.,addictive but it does have fat,0.0,2011-08-17,positive,0.6653,"['contain fat', 'fat granola', 'says fat', 'fat added', 'fat']"
B003S1WRZO,A2N2K3DBYLDGF2,1,negative,i thought i was getting an orange flavored chocolate mix been looking for an orangemocha blend. this is organge only in the name. its not even very good tasting. overly sweet and not enough chocolate flavor. and over priced!!! please be warned it not a very good product,not what i thought,1.0,2010-11-29,negative,0.9258,"['orangemocha blend', 'orangemocha', 'looking orangemocha', 'orange flavored', 'chocolate mix']"
B0016J3L9Q,A24VYNWY0NCT6R,3,neutral,this is not a gluten free product. oats unless specified contain gluten. for those in a gfcf diet i would not recommend this bar.,it is not gluten free,0.5,2011-08-20,negative,0.8771,"['gluten gfcf', 'gluten free', 'gfcf diet', 'gluten', 'product oats']"
B004JLRYWI,A13GJE62PDFLKA,5,positive,this is an excellent product!!! great for trying to lose weight because it cuts my appetite and instead of grabbing a candy bar or cakei grab a chocolate soy! go for it.,mrs sheila,0.0,2011-10-11,positive,0.9749,"['chocolate soy', 'cuts appetite', 'lose weight', 'grab chocolate', 'appetite']"
B000REI2X6,ABLDXZA3NLJEM,5,positive,i got a nice assortment in one bag and not so much variety or ones we like in the other.it all depends on how strongly you dislike any of them. order your favorite if youre not flexible or sharing with a large group.i discovered some nice flavors that i hadnt ever tried before.,hit or miss,0.0,2007-07-28,positive,0.5339,"['flavors', 'bag variety', 'assortment bag', 'nice flavors', 'nice assortment']"
B003P9XHSA,A29NIHNK234B4P,5,positive,we used to feed our dogs regular dog food until we realized it had all kinds of byproducts and things that not even us humans would want to eat. so we switched to blue buffalo. i usually buy whatever flavor is on sale that week and they do really well with switching from one flavor to another...as long as we stick to blue buffalo brand. i have noticed with the fish flavor their coats are shinier. we wouldnt go back to any other dog food bb is well worth the money.,we only buy blue buffalo,0.0,2012-08-14,neutral,0.6267,"['dog food', 'blue buffalo', 'fish flavor', 'buffalo brand', 'feed dogs']"
B0052BRVEK,A37KMBULX3VSXL,1,negative,something is not right with this product. this is a prodcut of china so i am concerned about it even though it says it is organic.it doesnt look like grapefruit at all it looks like orange segments.and taste is not good either.,i am not sure if this is grapefruit or not,0.0,2012-06-27,negative,0.9241,"['grapefruit looks', 'grapefruit', 'like grapefruit', 'says organic', 'organic']"
B000EDM6BO,A3M4QZCQV0GOUY,4,positive,very healthy but needs to be mixed with some lighter flour. food items seemed heavy.,whole grain flower,0.12,2009-06-13,neutral,0.6115,"['flour food', 'lighter flour', 'flour', 'food items', 'healthy']"
B00213ERI0,A2Y0R9C4VVWK2O,5,positive,these are the best gfcf cookies ever! even better than i can make at home and they are awesome for quick lunch packing!,best gfcf cookies!,0.0,2011-12-09,positive,0.99,"['gfcf cookies', 'cookies better', 'cookies', 'best gfcf', 'gfcf']"
B0018CJZ64,A3P43VFKPJ3X8K,5,positive,one of my cats has a sensitive stomach and throws up a lot. that went down significantly when i switched to this food. the other cat also likes it. it seems to be very filling as they eat less of it than their previous food. buy the big bag so its a little less expensive. overall this is an excellent food and the cats seem healthy and happy on it.,an excellent cat food for cats with sensitive stomachs,1.0,2010-11-29,positive,0.7776,"['food cat', 'food cats', 'sensitive stomach', 'cats healthy', 'filling eat']"
B000FKMNK0,A3VBVEINNBE1LQ,5,positive,i love these things especially the cinnamon flavor which seems to have disappeared from stores for months. i knew amazon wouldnt let me down.,altoids forever!,0.5,2007-07-12,positive,0.9584,"['cinnamon flavor', 'cinnamon', 'especially cinnamon', 'flavor disappeared', 'flavor']"
B004JMHAXA,A3W1ZA5JQVT33G,3,neutral,like some of the other reviewers i love the applepear products but i really dont like how these taste. however my kids love them and theyre loaded with vitamin c so these are great for packing for lunch.,dont like them but kids like these,0.0,2012-03-10,positive,0.7088,"['applepear products', 'love applepear', 'taste kids', 'applepear', 'like taste']"
B002GWFAX2,A16H0FA31PWJQD,5,positive,great taste. good crema. wonderful in iced lattes. i have been trying many different beans from various roasters stores etc. my husband i both say these are the best of all that we have tried. affordable pricing makes them even better.,espresso beans,1.0,2010-11-04,positive,0.9843,"['iced lattes', 'lattes', 'taste good', 'crema wonderful', 'beans various']"
B000BPNMVS,A3BQGD5HG15BM3,1,negative,didnt catch a thing except my . bought a bug zapper and its working great for moths even though some say they dont work.,worthless,0.0,2010-07-25,positive,0.7475,"['moths', 'catch thing', 'bug zapper', 'moths say', 'great moths']"
B003BGB24S,A192EHW6C5VZSP,5,positive,my 7lb poodle has never been picky about what he is given but since i started this food he wont look at anything else. i can give it to him freeze dried if i am in a hurry or mix it with water which is what i do most of the time. he is begging for his food and mad if i take too long. he is eight years old and was starting to show his age but since i started this food 2 months ago his coat is thicker and he seems to have more pep. it is a little pricey but he doesnt eat as much as the traditional dog food. plus no more bowel issues if you know what i mean! since all the scares with the overseas dog food problems it is worth the price to me. he did have some kidney issues and i am anxious to see if his blood work has improved with the switch in food.,great dog food!!,0.0,2012-09-02,neutral,0.4895,"['dog food', '7lb poodle', 'food problems', 'poodle picky', 'poodle']"
B006N3I69A,A3GXLN3QU9ECIH,1,negative,i am so upset that i didnt read the reviews first before buying this coffee. i assumed all kcups had coffee grounds inside. i wondered why the kcup was so light when i removed it so i opened it ....and no grounds. this is nothing but instant coffee in disguise. so much for a good deal on what i thought would be good coffee. never again.,awful!!,1.0,2011-01-23,negative,0.9214,"['kcups coffee', 'coffee grounds', 'wondered kcup', 'kcup', 'kcups']"
B004FEJ968,A3FHDBBXZFNQUK,5,positive,i received this product in the mail opened it and all the people in the house tried it. it is nothing like the original fig newtons it is thin and crispy with a delicious flavor. it was gone in a flash but it was good we kept eating it until it was gone. yum yum.,yum,0.0,2011-07-21,positive,0.9282,"['original fig', 'fig newtons', 'fig', 'yum yum', 'newtons crispy']"
B004W55ZBI,A282MM3PU8BRBF,5,positive,this is the best fig cookie i have tasted and it is gluten free! the fig filling is so fresh. forget fig newtons! i loved those as a kid but these blow those away!,best fig cookie ever and gluten free!,1.0,2011-05-04,positive,0.9827,"['fig cookie', 'gluten free', 'fig filling', 'fig', 'best fig']"
B004S7HZLI,ALVJ9CGGEH0HW,5,positive,i liked the one i sent my daughter so much i bought this one for myself.its wonderful! moist and delicious!,wheelbarrow rabbit carrot cake mix,0.0,2012-06-05,positive,0.9856,"['moist delicious', 'wonderful moist', 'moist', 'delicious', 'daughter bought']"
B00514B5W2,A18F3YI8GZCIIY,5,positive,this is the best raw chocolate sauce i have ever eaten. it is so delicious when you dip fruit in it or eat it on a spoon. it goes good in smoothies as well and can be used like frosting on your favorite deserts. fast delivery. will continue to order.,the best!,0.0,2012-06-24,positive,0.9868,"['chocolate sauce', 'raw chocolate', 'sauce eaten', 'good smoothies', 'smoothies']"
B002XDRCVC,A1XXLYH3IL20IZ,5,positive,i have been using this pancake mix for a couple weeks now and im very satisfied. the taste is surprisingly good. very simple to make and its a nice change up from oatmeal and eggs every day.,satisfied customer,0.0,2011-11-30,positive,0.986,"['pancake mix', 'using pancake', 'pancake', 'oatmeal eggs', 'oatmeal']"
B000UXA0LG,A1RRIREIPB1YLG,2,negative,i wont be buying the roland brand again ... the mackerel is made in china and it shows. way too much liquid compared to other brands. a 15oz can doesnt even come close to providing enough meat. i dont like the looks of the mackerel either doesnt look fresh even though it probably is safe. spend a little more and get a different brand i learned my lesson.,made in china and it shows,1.0,2010-06-29,negative,0.9323,"['brand mackerel', 'mackerel china', 'mackerel', 'looks mackerel', 'mackerel doesnt']"
B000NKFX86,A1HIV16UFG6JTZ,5,positive,hard to find where i live the wife enjoys these so much i had to get them delivered. cheaper than what youd pay retail thats for sure.,wife loves them,0.0,2011-04-24,positive,0.7633,"['delivered cheaper', 'wife enjoys', 'retail thats', 'cheaper', 'retail']"
B0011DN9EO,A2UI8ZNP3WY57N,5,positive,no fishy odor or aftertaste and no mercury concerns like i had with other fishbased dha supplements. was able to take them throughout pregnancy and nursing... and the proof is in the pudding my babys a genius! seriously its great to find a product that you can really stick to and feel that youre doing something extra to help your little one achieve her greatest potential. and although pricey it is still a good value compared to other options also on the market.,highly recommended,1.0,2011-05-09,positive,0.9199,"['aftertaste mercury', 'mercury concerns', 'fishy odor', 'odor aftertaste', 'dha supplements']"
B003SO4EK2,A1XR40YFM6T6ME,5,positive,my husband who is a huge coffee fan will even drink this. great for pregnancy. good with almond or regular milk. sometimes i add some carob powder for a mocha effect. absolutely love it. excellent source of dandelion too!,best coffee substitute to my knowledge,1.0,2012-03-13,positive,0.9875,"['powder mocha', 'dandelion', 'mocha effect', 'pregnancy good', 'coffee']"
B0078DPKUM,A2L7BQAJ6MRTW2,2,negative,not great texture they stink like the fish gelatin that they contain and the flavor is soso. also leave a nasty after taste. wont be purchasing again.,something fishy....,1.0,2012-08-25,negative,0.9463,"['texture stink', 'fish gelatin', 'nasty taste', 'gelatin', 'contain flavor']"
B000FI701Y,A240403L5BF3J9,5,positive,i love these beans. i used to buy them at frys grocery store however they recently stopped selling them. im now saving money by buying them online. they were a little over 3 in the store.,frances,0.0,2009-06-02,positive,0.9299,"['love beans', 'beans', 'beans used', 'buy frys', 'frys grocery']"
