product_id,user_id,rating,sentiment_label,text,summary,helpfulness_ratio,date,ai_sentiment,ai_sentiment_score,topic_id,topic_name
B000JZYM8C,A2I1FCE78576GM,4,positive,the larabar chocolate snack is really quite tasty. the texture is good and it has plenty of nuts. a filling treat it is also thick and chewy just like a brownie should be. it is a little shy on chocolate taste though. if it had the chocolate zing of a purebar pure bar chocolate brownie bar 1.7ounce bars pack of 12 then it would be the best of the best. i recommend this healthy snack for anyone who is looking for a healthy glutenfree alternative to a brownie. yum.,earns a 4.5 star rating,0.89,2007-06-24,positive,0.9735,1,1_chocolate_cookies_good_like
B00004RAMY,A3PJRR03ZAFWGR,2,negative,i bought this at the same time i bought the wire tek easyset mole trap here on amazon and after trying both products i have to say that the victor out osight mole trap is not only 1 much more difficult to operate but also 2 less effective than the wiretek one not to mention 3 tears up your yard more. with this victor brand one you actually have to dig a hole by hand vs. with the wiretek one all you do is push it in to the ground and step on it to set it easy as pie. that one has caught 2 moles for me so far the victor trap has caught 0 moles. if it wasnt such a hassle to ship stuff back id return this one and buy another wire tek brand mole trap. dont waste your time on this product here!,doesnt work or just hard to set up? maybe both!,0.0,2011-06-12,negative,0.5941,7,7_tree_catch_dead_caught
B001EO5RVI,A3R81ELGWQI785,5,positive,weve had some other gluten free corn flakes that were really thick and hard and tasteless so we were thrilled to find these tasty tidbits. slightly thicker than your standard grocery store corn flake but thats a plus in my mind because they dont get soggy so fast and not too thick where the texture is compromised. yum! though i will say that we found a better deal on them at our local coop so we are no longer buying them on amazon.,tastes just like the real thing but better,1.0,2011-04-27,positive,0.9466,1,1_chocolate_cookies_good_like
B004B3II4M,AYJA551M36VO2,3,neutral,tasty enough for sure but i got these to put in my morning cereal soaked in milk. as such there are very hard an chewy and dont go well in that scenario. possibly be better just eaten as is but still pretty hard. flavor was fine though very pineapply sweet and tart.depends what you want out of these but not for me and i wont be getting more.note ive had other fruit in the crunchyyummy brand strawberry apple and they were very good 5stars so i think its the type of fruit itself thats the problem for me.,ok but chewy,0.33,2011-03-16,negative,0.6894,1,1_chocolate_cookies_good_like
B0030KLW0Y,A1BOC9KBKPX57Q,5,positive,seriously...there is no comparison. there is no other hot sauce out there like this one. i lived in guatemala where i could get this at every corner store readily...for 10 years. then i moved to civilization where folks think that tabasco sauce is hot sauce. i have tried every other hot sauce out there thinking there has to be something else the same...but no. there isnt. marie sharps is hot sauce...yes...but its not really about the hotness...its about the flavor. there is nothing it does not make taste better...and nothing tastes the same without it!,the best...,1.0,2011-05-03,neutral,0.3696,2,2_sauce_salt_like_rice
B0017I8UME,ATBE88PKKQTRA,5,positive,this is one of the best salsas that i have found in a long time but stay away from the variety pack. the other two that come with it are not worth your money.,love the salsa!!,0.0,2012-08-08,positive,0.8032,2,2_sauce_salt_like_rice
B002OL2MWM,A3POOJY9O3H8CP,5,positive,the vinturi aerator set is perfect for the wine enthusiast that has everything.wine that has been poured through the vinturi tastes as if it has been breathing in a decanter all night the flavor is much smoother. plus the acrylic tower that holds the vinturi is very classy and elegant looking.,classy and functional,0.0,2010-01-07,positive,0.9634,-1,-1_product_like_good_taste
B001M050T8,A3AGUCFVPOVZBK,1,negative,for decades i loved ovaltine! i loved the way the crunchy crystals tasted and felt in my mouth sometimes i would just eat a dry spoonful of ovaltine straight from the jar and wash it down with a glug of milk. good times!this used to be more nutritional than nesquik but not anymore. now its just like nesquik only sweeter and with less of a chocolate taste. ovaltine isnt special anymore. if i want a chocolatelike flavoring in my milk now i just buy whatevers cheaper.since the flavor texture and nutritional value have changed so drastically why even call it ovaltine anymore? very disappointed.,recipe was changed and weightwatchers points are the same as nesquik now i just buy whichevers cheaper.,1.0,2012-01-11,positive,0.8292,-1,-1_product_like_good_taste
B005LMTXVO,A1I14YIN5IX4H4,5,positive,this is really awesome tasting stuff. i really think they are pretty awesome as in i got them for my girl friend and she ate most of them 1 bag that day. it was for valentines day. i can see myself eating all of these in a day.. they are good.,plain and simple awesome,0.0,2012-04-09,positive,0.9887,-1,-1_product_like_good_taste
B001A01BN4,A5U0FSWB9ZF2H,3,neutral,purchased this as an experiment to see what the effects would be. nothing happened. dont know if thats due to something specific about this companys product or whether any sceletium tortuosum would have had no effect. for the price it was worth experimenting but a downer when nothing happens.,no results,1.0,2009-09-12,negative,0.6581,2,2_sauce_salt_like_rice
B000A3I3BA,A31HHO73ARB9NE,5,positive,this thing is absolutely amazing! i had to go through the company website to get the right size for the jars we use but i could not be happier. with 5 kids we go through a lot of peanut butter and i used to hate having to open a new jar. silly as it sounds i now look forward to it because this little doozie makes it a breeze! definite musthave!,greatest thing since sliced bread!,1.0,2008-08-18,positive,0.9695,2,2_sauce_salt_like_rice
B008J1HO4C,A5YK6WG6HWV0G,1,negative,this stuff takes way longer than 30 minutes to cook. even after an hour it was so hard to chew almost unbearable.i really still to this day do not understand how you can buy this and like it.its like cooking small rocks!,would not reccomend,0.22,2007-02-01,negative,0.9484,2,2_sauce_salt_like_rice
B002KGN4LE,A3DJW4XFP0IN2K,5,positive,when my daughter was an infant she was allergic to something in my breastmilk and was put on neocate which worked wonders for her allergic colitis. for my son we were therefore very careful when it came time to picking out a formula to supplement breastmilk. his stomach does react when i have accidentally had more dairy than i can tolerate so my pediatrician recommended a lactose free formula especially given our asian background. i wanted something organic not soy lactose free and with as clean of a label as possible and this formula fulfills all of those criteria. my son didnt like it at first but now he switches easily between breastmillk and formula. he has not been gassy nor spit up on it. i really wish amazon stocked it.,we are a fan,0.5,2010-11-13,neutral,0.6389,6,6_baby_formula_organic_food
B000QV4U4U,A26QGNA7EDH8S,5,positive,i recently began a diet and was looking for something to spice up hardboiled eggs raw vegies and plain baked potatos. this rub adds a nice flavor and heat without the calories. the service was impeccable. i ordered this product on a friday and it was delivered and on my front porch the following monday!,great on more than just meat!,0.0,2010-06-22,positive,0.9488,-1,-1_product_like_good_taste
B003JMC5MC,AS7N8NWLV57DN,3,neutral,the tea is great. oddly one of the sealed 16 tea bag boxes contained only 10 teabags. since the other 4 boxes were correct it hardly seemed worth complaining or returning but it was an unsettling feeling.,great tea,0.0,2012-02-05,positive,0.8231,0,0_tea_drink_like_taste
B001D0KG4Q,A1HYGHV9C9B5SM,4,positive,im not what most people would call a coffee drinker. i love an occasional cup but i dont have to have coffee everyday. being able to brew a single cup at home using my keurig brewer instead of running to strbuck saves a bunch of money. timothys world coffee is some of the best tasting coffee around. i prefer the rich bolder blends. i got the variety pack as it allows me to taste different kinds and find out what i like and what i dont. my shipment came very quickly and was well packed. i have been enjoying my occasional cup of java a bit more often since it arrived.i do wish they would leave out the teas they included. i want coffee not tea. in addition if i wanted decaf i would have ordered decaf. they could have left the decaf out too. otherwise its a pretty good mix.,cheaper than strbuck...,1.0,2009-09-09,positive,0.6577,0,0_tea_drink_like_taste
B00117GEGU,AH3DO5ZTR7BU6,3,neutral,im new to matcha and now i understand why the grade matters. not being a fan of warmhot drinks i use matcha for lattes and smoothies. initially i used domatcha organic matcha which i purchased here at amazondomatcha green tea organic matcha 1.06ounce tin and i loved it. i was surprised at how much i liked it because a number of reviews advised that the taste was acquired. when it was time to buy more i thought id try serendipitea since it was cheaper and the reviews indicated it was tasty enough for lattes and smoothies.i noticed the difference right away when i saw the color. not a big deal just not the same color or fragrance. blending it was difficult. it stayed clumpy and stuck to the sides of the glass mixing bowl even though i used the same method id used previously. once i got it blended i added cold almond milk i dont use milk stirred and added ice. blech! not a bit like that which id grown accustomed. the flavor was pungent and new clumps sprung up that had gone under the radar when i blending. the really icky part was i inadvertently sucked a clump up my straw before i knew there were unblended bits in there! not wanting to waste i used that failed latte in my smoothie. it was acceptable but didnt add the taste and zip that the other brand added to my smoothie.i was going to go with 2 stars but i figured id go with 3 since this may just be a matter of taste rather than an issue with the brand. as stated previously im new to matcha so i took that to heart in my review.,not what i expected...,1.0,2010-06-28,neutral,0.4952,-1,-1_product_like_good_taste
B002TN49F8,A1HEWP5QAY9D31,4,positive,fabulous coffee especially when compared to the vanilla community coffee ordered previously!the flavor is slightly different than what i would consider vanilla but it is still tasty and has a very smooth flavor.,strong flavor!,0.0,2011-07-15,positive,0.9664,0,0_tea_drink_like_taste
B000FDMLV8,A2MFLVRA59WPE1,5,positive,this was the best bread mix for bread machines! love the flavor and the texture...it was exactly what i was looking for!,loved it! the best bread mix i have tried so far!,1.0,2011-04-15,positive,0.9889,1,1_chocolate_cookies_good_like
B009CI9WI2,AWEY1J1XZ738Q,1,negative,ordered these because i was super excited for new flavor. huge disappointment! absolutely no candy corn flavor. the price is outrageous i thought i was ordering at least a box with four packages of cookies. save your money or if you really want to try them go to target they are available exclusively there.,skip it!,1.0,2012-10-02,negative,0.8333,-1,-1_product_like_good_taste
B0060JNAE8,A31WYM6JI4OKTY,5,positive,makes a very good salad dressing. one word of caution if you do subscribe and save with this item. s s is not eligible for amazon prime twoday free shipping. so it came usps. fortunately it still got here in about 4 days and the quality was not compromised even in this heat wave.,very good olive oil.,0.67,2011-07-06,positive,0.8289,2,2_sauce_salt_like_rice
B007RTR9DS,AY3D7DG5L5WCK,5,positive,this has made my hair feel great. it smells great and has lasted me a long time. this balm works great i do use very little each time.,my hair feels great,0.0,2012-09-07,positive,0.9855,5,5_oil_olive_olive oil_use
B002DHNIBG,AC4GVEI43N3TB,3,neutral,not very sweet if youre looking for that satisfaction however very filling for that quick breakfast or for a breaktime snack.,kashi tlc chewy granola bar dark mocha almond,1.0,2012-01-03,neutral,0.4939,-1,-1_product_like_good_taste
B0013THC12,A3EE7IOZPVWYUN,1,negative,i bought this along with some other boyer flavors. i am using 2 heaping scoops when i make this and i hate to say this but this has no taste. i mean there is no coffee taste at all! very disappointed. have given alot of it away as i thought it was me. my friends said the same thing. no taste. have yet to try the other bags i bought.,not strong,1.0,2008-11-29,negative,0.9262,0,0_tea_drink_like_taste
B000Y8Y8HY,ACGGG91TIHBYZ,5,positive,i just love these things. i buy them in germany when i go. you can only buy them in the winter anywhere.the price was not to bad. shipping was quicker then i was told. good job.,these are the best,0.0,2012-02-19,positive,0.9666,-1,-1_product_like_good_taste
B002IEVJRY,A37NHGD0WTRYFH,2,negative,i drank it but it tasted a little bit like baking soda. lowfat milk makes it taste flat empty like something important is missing. just not as exciting as i expected it to be. i havent had any other can cold coffee drinks so i dont know if i just dont care for all of them or whether this one is worse than usual. i think im going to stick with my hot black coffee and when i do doctor it up its going to be with all the real stuff.,not quite right,0.0,2012-05-07,negative,0.8637,0,0_tea_drink_like_taste
B000SANUA4,A6CVBH028JECF,3,neutral,i like this tea and i agree with a previous reviewer who mentioned that it is different from other honeybush he had tried it is a lot more spicy. the only other honeybush tea id had was the tazo brand which is kind of sweet. this tea is not sweet per se but has a very spicy peppery nose. since buying this tea i looked back at the tazo tea because it tastes so different and i noticed that the tazo one adds natural flavors which i think account for the sweetness. this tea is pure honeybush with no added flavors and so the taste is a bit different. i do not think the grind is too thin all the honeybushrooibos teas ive had have a very small grind so i think that is normal.,good tea if you like spicy notes,0.0,2011-02-28,positive,0.9373,0,0_tea_drink_like_taste
B005DFL4PM,ASS9L2KZ75NOA,4,positive,i watch my fat intake and pb2 is my dream food. i love it. however i accidentally ordered this oversweetened chocolate version. from now on i will just be buying plain peanut flour or plain pb2. great consistency great peanut taste!,amazing but too sweet,1.0,2011-09-07,positive,0.9388,1,1_chocolate_cookies_good_like
B0002ARQYQ,A26QAR9D7THPJ9,3,neutral,i bought this for my sons dog which is a bull terrier mix. altho it only lasted two weeks before she chewed it up it did keep her entertained while it lasted. i would suggest either heavier material or notification on the package about not good for strong chewers.,not for strong chewers,0.0,2012-03-19,neutral,0.4853,3,3_food_dog_dogs_loves
B000F4H5H2,A19T06UM324QQW,5,positive,well i am an american so theres not much to say about many of our teas here. i was recommended pg tips by my english friend but i also wanted some decaf tea since i am very sensitive to caffeine and cant drink much if any after about 400pm. so i bought my pgtips caffeinated and twinings decaf since ive heard many people claim they are the best as well. well i am no tea expert but in my opinion the twinings has a better taste than the pgtips. its bolder and strangely seems creamier after milk is added. i love both teas but overall i would choose twinings as far as these two batches i have tested are concerned. enjoy!,love twinings decaff!,0.0,2010-12-07,neutral,0.6819,0,0_tea_drink_like_taste
B001FA1IFU,A325RWA8LHK2QJ,3,neutral,these bay leaves are okay but that is it. nice smell but does not seem to have much strength in the pot. i will not buy them again even though the price was definitely right. spice island is far far superior. they are more than worth the dramatic difference in price. sorry folks at spice gardens.,good in a pinch,0.0,2008-02-08,negative,0.7959,-1,-1_product_like_good_taste
B000PGE032,ANVCRLPS0SSDZ,1,negative,like the previous reviewer mentioned cutter has changed the formula and doesnt use permethrin anymore making this spray useless. it used to work like a charm back in the days the best mosquito control there was but now nothing. on top of that the bottles now dont even dispense the product.,used to be good...,0.0,2012-08-25,negative,0.875,-1,-1_product_like_good_taste
B000E1HVX4,A1KDDZM6AES99A,5,positive,this dressing is a special collection and no longer available in stores. it is absolutley awesome on sandwiches. it is similar to a sandwich dressing from my favorite wrap restaurant. ive never really had it on salad. i hope kraft brings it back.,great for sandwiches,0.0,2008-12-04,positive,0.9209,2,2_sauce_salt_like_rice
B0029A8Y3Y,A2GKXDB8OF8ITZ,5,positive,i love this olive oil. it is green fruity and everything i want in an olive oil.do yourself a favor try a chilean olive oil and compare to any others. this is the best.,for the love of olives,1.0,2010-03-19,positive,0.9793,5,5_oil_olive_olive oil_use
B004SRH2B6,AKACGHPVILE9R,1,negative,must admit the taste of o.n.e. coconut water is better. took a long time to get through the supply of coconut water.,switched to o.n.e.,1.0,2011-08-24,positive,0.5277,0,0_tea_drink_like_taste
B004ERC2CO,A2YVATF6ZABDFU,3,neutral,one of my dogs has food allergies so buffalo actually bison is a good alternative to cow products. i had tried canine caviar california rolls at my local holistic pet store before i purchased them here and found them to be suitable for an average chewer as a good occasional chew lasting anywhere from 10 to 15 minutes.the best aspect of these treats is the price on amazon. at my local pet store they sold for 3.99 each. since the price here is almost 80 off retail at less than 1.00 each they are an extremely good deal.the only problem however is that the batch that i ordered stinks to high heaven. dont get me wrong i was prepared for some stinkiness given that i have purchased these before and am aware that this is a natural animal product. these came packaged each individually wrapped in plastic then placed in larger plastic bags then placed in a display box and they still smell like concentrated bison sweat through the packaging. once you open it you will need an iron stomach to not retch. of course the dogs think that they are a todiefor delicacy and relish them all the more.i believe that the manufacturer probably needs to allow these to dry out a little more before packaging them. all of the individual wrapping may actually be sealing in moisture that is causing the excessive stink. if the manufacturer were to address the smell by drying them out more adjust the packaging and include desiccant packs i would definitely become a repeat customer. however im not sure that the amazing price is worth the stench of these. i will probably go with another product once weve gotten rid of these california rolls.,great price but stinky!,0.0,2012-04-29,positive,0.7519,3,3_food_dog_dogs_loves
B000162696,A2KMSYV8Z0PRHP,3,neutral,while the taste is good the heat is not there. unfortunately i didnt read the label before i got it. i assumed that it was a habanerobased sauce going from their label. with the first taste i grabbed the bottle and looked at the ingredients...no habanero peppers. ingredients red ripe jalapeno peppers distilled vinegar salt spices and jack daniels black label whiskey.really? really? change your label to historic lynchburg tennessee whiskey jalapeno hot sauce.some people are looking for more heat. no reason to lie to people lynchburg merchandise company.,habenaro? not according to the label,0.0,2012-02-29,negative,0.8205,2,2_sauce_salt_like_rice
B003Z8NEL6,AEYQD8RB0IQ2M,5,positive,i think this is the best coffee i have ever made at home. some coffees just arent as good made in a small pot quantity but im loving this one.,greatest coffee,1.0,2011-11-29,positive,0.955,0,0_tea_drink_like_taste
B000VZVVNO,AVFA1JB08RG8G,4,positive,first off let me say that this walkers toffee is the finest in the known universe! the problem lies with the packaging. the toffee comes in rather hefty 3.5 ounce bars sealed in heavy plastic like the kind they use to make small electronic items more theftresistant. to make matters worse the product stuck unmercifully to the plastic. think huge sugar daddy without the stick covered in shrinkwrap. one star was deducted for the trouble...i wouldnt order again. incidentally what the devil is an andy pack anyways? it certainly isnt handy.,andy not handy pack toffee,0.0,2010-07-13,negative,0.7726,-1,-1_product_like_good_taste
B000H7K0WO,A546MZ2RA3SSU,5,positive,this is a great tea clean and simple and decaf. the product is organic and fair trade. the package is made from recycled content and the design of the tea bag and its individual package is perfect and so easy to use no tearing of paper or tangling of tagstring. i will buy more from choice organic tea.,love the product packaging and more,0.0,2010-01-02,positive,0.9693,0,0_tea_drink_like_taste
B001DNBYXK,AO3U0HWQ3OWMX,1,negative,first and foremost people i wanna let you know i tried all kinds of energy drinks hardcore drinks like vpx redline pitbullvenom amp red bulletc..never had no problems at all with any of the above. but please bare with me what i am about too say. when i took monster after consuming it on a more consistent basis my body would overreact i would get leg cramps headaches nausea i have a hard time walking i feel weird. its like you got leg cramps and your walking this stuff really messed me up. and its only monster brand not othersi have complaint and somehow they try to say they aint liable when monster is what causes this. i am guessing they put a little bit of too much of something other drinks dont put. you been warned!!pending lawsuit,a shocking tale about this energy drink,0.11,2011-10-25,neutral,0.4555,0,0_tea_drink_like_taste
B0041NYV8E,A11OTLEDSW8ZXD,3,neutral,ginger lemmon and honey? that sounds like a decent combination so i picked this instant mix to try out.when i first opened the packet i smelled lemon and wondered where the ginger was. but then after sipping this i quickly learned that the ginger is in the drink! soon my mouth and then my lips smacked of ginger and it got worse with each sip.this is caffeine free and for people enjoying a hot drink late at night that wont turn them into zombies this is an option. the lemon and honey naturally sweeten this drink but the more you drink this the more your lips burn. this may be perfect for that ginger lover in some but its definitely a taste sensation that requires getting used to.,if you love ginger...,0.0,2012-03-20,positive,0.5761,0,0_tea_drink_like_taste
B004DCVNV6,A1O0MU78YV9JYU,5,positive,large breeds such as bernese mountain dogs should not be fed puppy food due to very high protein content in puppy food. so our bernese puppy typically has adult kibble with lower protein content. however his litter have a lot of digestive issues so now and then he needed a soft food versus kibble needs t be bland thats where this product comes in. our puppy whos never been a good eater will eat organix canned chicken rice especially when hes not feeling so great. weve noticed that his tummys able to handle this food without him being in pain or having diarrhea. he also loves the kibble version once in a while for a change from his usual kibble.,very safe and good brand for large breed puppies,0.0,2012-04-17,neutral,0.4895,3,3_food_dog_dogs_loves
B000CSKK5A,A1B46R4YLWSB15,5,positive,we picked this up at a local grocery store because it was on sale. gotta say its the single best tasting light popcorn ive ever had. very little grease on the fingers after eating it last night while watching a movie. way less than any of the popsecret buttered varieties. good salty flavor maybe a little too salty even. overall a really good product from a name that i trust in the ole popcorn game.,best light popcorn ive ever had,0.0,2012-08-12,positive,0.9718,2,2_sauce_salt_like_rice
B000ETAJZ8,A3RDMG6QT8TFFR,2,negative,the cookie part is ok but the filling is not good at all. it is dry and splinters apart when bitten into. the taste is barely noticeable and then all of a sudden there is an odd chemical frosting taste. sigh i will continue searching for a gluten free cookie but have resigned myself to the fact that i will have to cook most everything from scratch from now on. on the bright side it will certainly make me plan ahead better and a more inventive cook.,i knew that being diagnosed with celiac would change things....,0.0,2011-01-06,negative,0.8792,1,1_chocolate_cookies_good_like
B006BXUY2Y,AGKW1Q9IUWIMT,3,neutral,the bar looks delicious scrumptious on the box. the specs seem okay but thats because its less than 1 oz. per bar. granola cereal in the box tastes better than this bar. if youre familiar with kind bars this pales in comparison. both in taste in how full one feels after eating it especially in the ingredients. why do things we eat put into our bodies have to contain so many ingredients especially those which are hard to pronounce or even know their meanings?,the best thing about this product is the box!,0.0,2012-04-26,positive,0.8291,1,1_chocolate_cookies_good_like
B0062JDQKY,AAK5LI4M03D9K,1,negative,very disappointing. i have purchased this in the past from the first colony website and it was very good. the coffee in this purchase was very bitter and did not have any cinnamon flavor or cinnamon sticks mixed in with the beans as it had in the past . we are throwing it all out. a complete waste of money. i would not purchase from white coffee again.,first colony coffee,0.0,2012-05-05,negative,0.9156,0,0_tea_drink_like_taste
B0001BGTSU,A2VBTN6ZR67YOF,5,positive,love these. dry theyre chewy but not crunchy and very sweet. i add them to cups of soup and nutrasystem foods to provide bulk and get my veggies. these might be good in burger meat.,sweet and very convenient,1.0,2012-06-18,positive,0.9676,1,1_chocolate_cookies_good_like
B007TJGY46,A36CCV2B7XQGJK,5,positive,jet fuel is the best coffee pod that i have ever had in the keurig and i have tried over 100 different flavors in the past year. it is the only coffee that i have had from the keurig that tastes like coffee from a real cafe.,best coffee i have had for keurig,1.0,2010-08-17,positive,0.9777,0,0_tea_drink_like_taste
B004H8DERM,A34NBN4GLVBCNW,5,positive,love pasta have it every day mix it with beans of any kind put a litte meat in it makes a meal the price is good for being 16ounce pack of 12 cant go wrong,ronco small sea shell pasta,0.0,2011-11-03,positive,0.9637,2,2_sauce_salt_like_rice
B000Q3E4U8,ARIZ9660F01AY,5,positive,our boston terrier has a sensitive stomach and was suffering with gastric distress with a lot of smelly gas. we tried many other dog foods that did not work for him. we were delighted when we found this product. it works wonderfully and relieves his distress and ours. i know he is grateful and appreciates being fed food that doesnt cause gastric distress. how do i know this...he doesnt even go near the poodles food. this product was removed from the pet stores where we used to purchase so i was excited to find it through an amazon reseller at an equivalent price. having it shipped to my home is convenient and cost effective.,boston terriers with sensitive stomachs.,0.0,2012-09-20,positive,0.5332,3,3_food_dog_dogs_loves
B002QGK2V8,ABSYIF0ONC2AF,2,negative,the only thing this coffee has related to kahlua is the logo. i didnt expect alcohol but i did expect some cream and sweetness included at the very least with anything branded kahlua or baileys. it smells great but tastes horrible. all you really get from the kahlua branding is a price markup with none of the qualities of kahlua.,normal coffee with a kahlua sticker,0.0,2011-12-20,negative,0.8972,0,0_tea_drink_like_taste
B0030GQHXA,A2IPTRXADXWDBZ,5,positive,i love this tea! i am trying to wean myself off of soft drinks and drink more tea but dont want to get a tea that i have to add artificial sweeteners or spoonfuls of sugar milk to get it to taste palatable. this tea is easy just run it through the brewer goso it is fast convenient. smooth sweet flavor without being overpowering. just right. i make it with the least scant amount of water necessary for a fullbodied taste but you can also do the opposite add more water if you want less taste. it is all up to you.,my 1 favorite kcup tea!,0.0,2011-10-06,positive,0.8623,0,0_tea_drink_like_taste
B001CH3X40,A3M174IC0VXOS2,5,positive,youll have a hard time convincing anyone that you didnt make this delicious cantstopeatingit guacamole all from scratch. the taste is fresher than fresh. the mix is lightly flavored with tomatillo garlic and cilantro just enough for a bit of spice but not so hot that you have to follow each bite with a drink of something. so easy to prepare simply mash ripe avocado and add mix. we like to have a bit of the avocado in the guacamole so we use a ricer for mashing. we prepared enough for 12 the other night and four of us made quick work of it. highly recommend!,the best guacamole ever!,1.0,2010-08-16,positive,0.7517,-1,-1_product_like_good_taste
B000RHT0B6,A2TIQTMU8SHVG1,5,positive,tomato powder is fresh smelling and rich. im on a lower sodium diet so i add this to veggie chiles couscous risottos or soups made with low sodium bullion to bump up the flavor. very convenient and available to use in smaller quantities than opening a can of tomato paste and having to figure out a use for the rest of the can before it spoils. packaged in a tall clear plastic spice bottle with screw top. quick shipping from this seller as well.,great for quick easy flavor bump,1.0,2011-08-26,positive,0.9358,-1,-1_product_like_good_taste
B002OFUBJO,A28DNJJ11VXFDW,4,positive,this is probably the best massproduced beef jerky on the market. it isnt too tough or dry like cheaper brands isnt too sweet or spicy either. only problem is that as a snack i feel it isnt overly healthy. it has msg sodium nitrite and a lot of sodium. however it is a lowfat highprotein food and very tasty.,delicious jerky,0.9,2009-10-27,positive,0.8508,2,2_sauce_salt_like_rice
B003D4F1QS,A3VB0EVBS05I3H,5,positive,tea has a very smooth and refreshing taste to it. one of the best teas i have had so far.,excellent,0.0,2012-09-30,positive,0.9883,0,0_tea_drink_like_taste
B002DHMVQE,AYSZANREWH1RH,3,neutral,compared to other sugared cereals theyre better in my opinion. not as good as fruit loops but not as bad as lucky charms. it tastes way better without milk. milk kind of takes away the flavor and they get soggy quick. great for kids. not so great for adults craving a kids cereal.,theyre apple jacks...,1.0,2011-09-19,positive,0.754,1,1_chocolate_cookies_good_like
B000UBD88A,A25EE3X3GQ6M7L,3,neutral,as the popularity of the senseo pod system wanes and that of the keurig system grows there is diminished availability of pods that fit the senseo. the senseo brand pods are available on amazon at a decent price. unfortunately the senseo pods are not as good as competing brands formerly available on amazon such as fratello halo millstone etc. of the senseo pods the french roast has a richer flavor than most of the others. it is often on sale and is a bargain when that happens. i suspect that the keurig system makes good coffee but i cannot imagine paying so much for a keurig pod thimble.,not bad but there are better,0.77,2011-05-05,negative,0.6051,0,0_tea_drink_like_taste
B0035RLCLQ,A1THITL7L23B3Q,5,positive,i enjoy using this salt to have a little something different and i notice that i need to use less of this than i do of traditional white salt to achieve the same level of saltiness that im going for in a recipe. its potent and offers more flavor than traditional salt and would definitely purchase again.,potent and tasty,0.0,2012-03-29,positive,0.9182,2,2_sauce_salt_like_rice
B0018CDUOW,AI1VRDKST2Q55,5,positive,our 5 month old puppy loves this food. we use the kibble as treats for training as well. from all of the research ive done this is a very healthy option and in just a few weeks her coat is silky and she stopped shedding hair altogether.she tried vennison this morning and loves that as well. next up is salmon.,perfect for our pup,0.0,2012-06-26,positive,0.9719,3,3_food_dog_dogs_loves
B0009F3SDM,A2ZD7W5YNDRCBQ,5,positive,this is a great noncaffeinated chai. its not as spicy as the black or green and goes down smoother. its a great dessert tea or for a cup before bed.,best chai,0.0,2010-02-18,positive,0.9707,0,0_tea_drink_like_taste
B000UBD88A,A2UYB9HPR6RSJ0,3,neutral,senseo espresso pads make a decent cup of coffee but i wouldnt call it espresso. i appreciate the fact the pods are strong enough to make a decent cup of regular coffee and i admit i did not expect the pods to make the thick rich cup of espresso im used to making with an old stove top maker. this is fine for what it is but its not espresso.,convenient but weak,1.0,2009-04-14,neutral,0.5294,0,0_tea_drink_like_taste
B000JMBE7C,A1BG58XSDQVVOG,5,positive,best quality and taste !! i use this product alot and it is consistently above all other products. comes highly recommended.,must buy,0.0,2012-10-23,positive,0.9845,2,2_sauce_salt_like_rice
B001E5E3FS,A1LZW6ZMDELZ1E,5,positive,after reading an article in the newspaper about this product and ibs i tried it and has made a big difference. 34 cup a day and no more constipation. after 45 years i have finally found something that truly helps,great for ibs,1.0,2009-08-09,positive,0.9106,0,0_tea_drink_like_taste
B000G18NQG,A3NG5XCA30BGRZ,5,positive,wonderful gluten free tomato soup. i loved the thought of purchasing online with ship to home until i opened the first case. 7 of the 12 cans were damaged severely. we wont purchase online by the case again.,packaging was insufficient,0.0,2011-12-03,positive,0.7102,2,2_sauce_salt_like_rice
B003P02I70,A2K5CP5799Q22G,3,neutral,my husband and i love the sparkling ice line and have by now tried all the flavors but pomegranate see my other reviews. i have to say that kiwi strawberry tasting of neither kiwi nor strawberry is my least favorite i much prefer diet snapples version of that flavor though i dont drink it when im dieting because it does have some calories. my husband though doesnt mind it so im pawning all those off on him while i glom the orange mango and pink grapefruit and the occasional raspberry though thats a bit sweet for me he loves it. we also tried the lemon lime which came in the 18bottle assortment and although i liked it i think its going to be lots better as a mixer with vodka or tequila...cant wait till summer!id like to emphasize though that its the kiwi strawberry flavor not the product line that im not crazy about. im thrilled with sparkling ice in general.,not so much,0.67,2011-02-12,positive,0.9019,0,0_tea_drink_like_taste
B003WO0I6C,A3NWIU9CLDF4Z4,5,positive,i have been very satisfied with the sweetleaf sweetner and will order it again through amazon. i highly recommend this product to anyone wanting an all natural sweetner with zero calories.,sweetleaf sweetner,0.83,2011-05-09,positive,0.987,0,0_tea_drink_like_taste
B001QZZ1J8,A1JJRR7FY4KWGF,5,positive,this is a great cornbread mix! there are recipes for a few different variations on the bag. my boys are big krusteaz cornbread fans and didnt even complain when we switched to pamelas. you almost cant tell that its glutenfree.,great product!,0.0,2012-06-12,positive,0.9782,1,1_chocolate_cookies_good_like
